#query: tattoo - los angeles - 54
3.0 qid:20 1:5 2:1 3:1 4:0.4505612089 5:1.3941692114
2.0 qid:20 1:5 2:1 3:1 4:0.7963116402 5:1.0666937828
#query: iphone - pittsburgh - 43
1.0 qid:43 1:1 2:1 3:0 4:0 5:2.1384725571
1.0 qid:43 1:1 2:1 3:0 4:0 5:1.8465133905
1.0 qid:43 1:1 2:1 3:0 4:0 5:1.5886018276
1.0 qid:43 1:1 2:1 3:0 4:0 5:1.530824542
3.0 qid:43 1:1 2:0 3:1 4:2.9626385103 5:1.2068754435
3.0 qid:43 1:1 2:0 3:1 4:2.3959081193 5:0.9731979966
1.0 qid:43 1:1 2:1 3:0 4:0 5:0.7216376066
1.0 qid:43 1:1 2:0 3:0 4:0 5:2.4620177746
3.0 qid:43 1:1 2:0 3:0 4:0 5:2.2041652203
1.0 qid:43 1:1 2:0 3:0 4:0 5:1.8465133905
1.0 qid:43 1:1 2:0 3:0 4:0 5:1.5387611389
#query: tattoo - houston - 51
1.0 qid:51 1:5 2:0 3:0 4:0.4505612089 5:0.1502926946
3.0 qid:51 1:2 2:1 3:1 4:0 5:1.8013205528
2.0 qid:51 1:1 2:1 3:1 4:0.5623351446 5:1.5511491299
3.0 qid:51 1:1 2:0 3:1 4:0 5:3.1843149662
1.0 qid:51 1:1 2:1 3:0 4:0 5:0.9940376878
3.0 qid:51 1:1 2:0 3:1 4:0.6931471806 5:0.9084488153
1.0 qid:51 1:1 2:1 3:0 4:0.6931471806 5:0.8993185163
1.0 qid:51 1:2 2:0 3:0 4:0 5:0.4776472449
1.0 qid:51 1:1 2:1 3:0 4:0 5:0.4067520499
1.0 qid:51 1:2 2:0 3:0 4:0 5:0.2424100041
1.0 qid:51 1:1 2:0 3:0 4:0 5:4.4580411911
#query: beer - atlanta - 19
2.0 qid:19 1:6 2:0 3:1 4:1.8178336509 5:0.3208776116
2.0 qid:19 1:6 2:0 3:0 4:1.7623147108 5:1.0846313238
3.0 qid:19 1:4 2:1 3:0 4:0 5:0.9676609635
2.0 qid:19 1:3 2:1 3:1 4:1.9722469794 5:0.885656774
2.0 qid:19 1:5 2:0 3:0 4:3.8311375345 5:0.6058613062
3.0 qid:19 1:2 2:1 3:1 4:0 5:2.0534381866
3.0 qid:19 1:2 2:1 3:1 4:0 5:1.5339002609
3.0 qid:19 1:2 2:1 3:1 4:0 5:1.1391690969
3.0 qid:19 1:2 2:1 3:1 4:1.0397207708 5:0.885656774
2.0 qid:19 1:3 2:0 3:1 4:3.5359894374 5:0.5987733006
3.0 qid:19 1:1 2:1 3:1 4:0 5:4.6160120964
#query: restaurant - seattle - 5
2.0 qid:5 1:54 2:1 3:0 4:0.346561312 5:0.463026524
2.0 qid:5 1:50 2:1 3:0 4:0.1896831364 5:0.557665229
3.0 qid:5 1:4 2:1 3:1 4:0 5:1.2700285912
3.0 qid:5 1:5 2:1 3:0 4:0 5:0.5713669062
3.0 qid:5 1:5 2:1 3:0 4:0 5:0.4348351359
2.0 qid:5 1:4 2:0 3:0 4:0.5004024235 5:0.5593290925
1.0 qid:5 1:3 2:1 3:0 4:0 5:0.4265603423
1.0 qid:5 1:3 2:1 3:0 4:0 5:0.3492087722
3.0 qid:5 1:3 2:1 3:0 4:0.673011667 5:0.3371995091
2.0 qid:5 1:1 2:1 3:1 4:0 5:1.4077043533
2.0 qid:5 1:1 2:1 3:1 4:0 5:1.3045053482
#query: beer - new york - 21
2.0 qid:21 1:2 2:1 3:0 4:0 5:3.3974072933
3.0 qid:21 1:1 2:1 3:1 4:0 5:2.6282937527
1.0 qid:21 1:3 2:0 3:0 4:0 5:2.3905735016
1.0 qid:21 1:2 2:1 3:0 4:0 5:1.8875666857
3.0 qid:21 1:2 2:1 3:0 4:0 5:1.6987036467
1.0 qid:21 1:2 2:1 3:0 4:0 5:1.3589628935
3.0 qid:21 1:2 2:0 3:1 4:3.4001387915 5:0.8793928623
2.0 qid:21 1:1 2:0 3:1 4:0 5:3.7547054291
1.0 qid:21 1:1 2:1 3:0 4:0 5:2.6282937527
1.0 qid:21 1:1 2:1 3:0 4:0 5:2.6282937527
2.0 qid:21 1:1 2:0 3:1 4:0 5:2.6282937527
