cognos_map,ole_map,ole_lr_map,cognos_ndcg,ole_ndcg,ole_lr_ndcg
0.8631519274376417,0.41666666666666663,0.41666666666666663,0.8234232329610548,0.6727979813344607,0.6884650848124557
0.225,0.4862433862433862,0.8972222222222221,0.6527297709794665,0.6781348779021195,0.9448095033067073
0.525952380952381,0.41944444444444445,0.7071428571428571,0.7087648185398843,0.6934144795497635,0.9071133393991655
0.8666666666666667,0.9333333333333332,1.0,0.9743005540669458,0.9834703149304566,1.0
0.0,1.0,1.0,0.0,1.0,1.0
0.7253968253968253,0.35,0.18333333333333335,0.9235507969526324,0.7023120941460164,0.587278278787347
0.8592592592592592,0.5111111111111111,0.6349206349206349,0.7587712717710275,0.6666918745697015,0.7010126702848088
0.0,0.33878968253968256,0.56875,1.0,0.6441249884323635,0.8413916022714362
0.0,0.7759259259259258,0.9333333333333332,0.0,0.9400296400865219,0.9627754586445793
0.0,1.0,0.14285714285714285,0.0,1.0,0.6206214740452874
0.225,0.75,0.20833333333333331,0.6527297709794665,0.9161485370042439,0.5983326984153805
0.975,0.8261904761904761,0.8444444444444444,0.80522113635418,0.9622024403845956,0.9692940899740544
0.20833333333333331,0.25,0.2,0.6055492877244645,0.6760163677156306,0.6510776827230554
